stitch_flat_id,stitch_stereo_id,label_umls_id,placebo,frequency_description,frequency_lower,frequency_upper,meddra_concept_type,meddra_umls_id,side_effect_name,is_placebo,sider_version,candidate_name
CID100644241,CID000644241,C0020580,,common,0.01,1,PT,C0020580,Hypoaesthesia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020580,,uncommon,0.001,0.01,PT,C0020580,Hypoaesthesia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020598,,1%,0,0.01,PT,C0020598,Hypocalcaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020598,,2%,0.02,0.02,PT,C0020598,Hypocalcaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020598,,5%,0.05,0.05,PT,C0020598,Hypocalcaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020598,,common,0.01,1,PT,C0020598,Hypocalcaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020598,,uncommon,0.001,0.01,PT,C0020598,Hypocalcaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020615,,uncommon,0.001,0.01,PT,C0020615,Hypoglycaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020621,,1%,0,0.01,PT,C0020621,Hypokalaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020621,,2%,0.02,0.02,PT,C0020621,Hypokalaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020621,,9%,0.09,0.09,PT,C0020621,Hypokalaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020621,,common,0.01,1,PT,C0020621,Hypokalaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020621,,uncommon,0.001,0.01,PT,C0020621,Hypokalaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0151723,,common,0.01,1,PT,C0151723,Hypomagnesaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020625,,1%,0,0.01,PT,C0020625,Hyponatraemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020625,,1%,0.01,0.01,PT,C0020625,Hyponatraemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020625,,7%,0.07,0.07,PT,C0020625,Hyponatraemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020625,,common,0.01,1,PT,C0020625,Hyponatraemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020625,,uncommon,0.001,0.01,PT,C0020625,Hyponatraemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085682,,10%,0.1,0.1,PT,C0085682,Hypophosphataemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085682,,15%,0.15,0.15,PT,C0085682,Hypophosphataemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085682,,17%,0.17,0.17,PT,C0085682,Hypophosphataemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085682,,6%,0.06,0.06,PT,C0085682,Hypophosphataemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085682,,8%,0.08,0.08,PT,C0085682,Hypophosphataemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085682,,9%,0.09,0.09,PT,C0085682,Hypophosphataemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085682,,uncommon,0.001,0.01,PT,C0085682,Hypophosphataemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085682,,very common,0.1,1,PT,C0085682,Hypophosphataemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020649,,uncommon,0.001,0.01,PT,C0020649,Hypotension,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020676,,uncommon,0.001,0.01,PT,C0020676,Hypothyroidism,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231218,,common,0.01,1,PT,C2047937,Ill-defined disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231218,,uncommon,0.001,0.01,PT,C2047937,Ill-defined disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0232461,,uncommon,0.001,0.01,PT,C0232461,Increased appetite,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0009450,,0%,0,0,PT,C0009450,Infection,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0009450,,1%,0,0.01,PT,C0009450,Infection,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0009450,,11%,0.11,0.11,PT,C0009450,Infection,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0009450,,15%,0.15,0.15,PT,C0009450,Infection,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0009450,,16%,0.16,0.16,PT,C0009450,Infection,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0009450,,24%,0.24,0.24,PT,C0009450,Infection,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0851341,,0%,0,0,PT,C1384353,Infestation,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0851341,,1%,0,0.01,PT,C1384353,Infestation,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0851341,,11%,0.11,0.11,PT,C1384353,Infestation,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0851341,,15%,0.15,0.15,PT,C1384353,Infestation,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0851341,,16%,0.16,0.16,PT,C1384353,Infestation,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0851341,,24%,0.24,0.24,PT,C1384353,Infestation,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0521839,,uncommon,0.001,0.01,PT,C0521839,Influenza like illness,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0917801,,common,0.01,1,PT,C0917801,Insomnia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0861020,,uncommon,0.001,0.01,PT,C0861020,Insulin C-peptide decreased,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0021775,,uncommon,0.001,0.01,PT,C0021775,Intermittent claudication,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0206062,,uncommon,0.001,0.01,PT,C0206062,Interstitial lung disease,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0022346,,uncommon,0.001,0.01,PT,C0022346,Jaundice,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0152031,,uncommon,0.001,0.01,PT,C0152031,Joint swelling,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0858635,,uncommon,0.001,0.01,PT,C0549373,Laryngeal pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0023380,,uncommon,0.001,0.01,PT,C0023380,Lethargy,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0023518,,uncommon,0.001,0.01,PT,C0023518,Leukocytosis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0549475,,18%,0.18,0.18,PT,C0549475,Lipase increased,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0549475,,4%,0.04,0.04,PT,C0549475,Lipase increased,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0549475,,8%,0.08,0.08,PT,C0549475,Lipase increased,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0549475,,9%,0.09,0.09,PT,C0549475,Lipase increased,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0549475,,very common,0.1,1,PT,C0549475,Lipase increased,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0013609,,uncommon,0.001,0.01,PT,C0013609,Localised oedema,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0039070,,uncommon,0.001,0.01,PT,C0041657,Loss of consciousness,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0041657,,uncommon,0.001,0.01,PT,C0041657,Loss of consciousness,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0024312,,common,0.01,1,PT,C0024312,Lymphopenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231218,,common,0.01,1,PT,C0231218,Malaise,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231218,,uncommon,0.001,0.01,PT,C0231218,Malaise,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0162429,,1%,0,0.01,PT,C0162429,Malnutrition,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0162429,,15%,0.15,0.15,PT,C0162429,Malnutrition,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0162429,,17%,0.17,0.17,PT,C0162429,Malnutrition,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0025061,,0%,0,0,PT,C0025061,Mediastinal disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0025061,,1%,0,0.01,PT,C0025061,Mediastinal disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0025061,,13%,0.13,0.13,PT,C0025061,Mediastinal disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0025061,,17%,0.17,0.17,PT,C0025061,Mediastinal disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0025061,,18%,0.18,0.18,PT,C0025061,Mediastinal disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0025061,,27%,0.27,0.27,PT,C0025061,Mediastinal disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0025222,,uncommon,0.001,0.01,PT,C0025222,Melaena,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0004936,,0%,0,0,PT,C0004936,Mental disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0004936,,1%,0.01,0.01,PT,C0004936,Mental disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0004936,,12%,0.12,0.12,PT,C0004936,Mental disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0004936,,7%,0.07,0.07,PT,C0004936,Mental disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085606,,uncommon,0.001,0.01,PT,C0085606,Micturition urgency,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0149931,,uncommon,0.001,0.01,PT,C0149931,Migraine,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0149745,,uncommon,0.001,0.01,PT,C0149745,Mouth ulceration,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0037763,,0%,0,0,PT,C0037763,Muscle spasms,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0037763,,1%,0,0.01,PT,C0037763,Muscle spasms,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0037763,,1%,0.01,0.01,PT,C0037763,Muscle spasms,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0037763,,29%,0.29,0.29,PT,C0037763,Muscle spasms,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0037763,,8%,0.08,0.08,PT,C0037763,Muscle spasms,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0037763,,9%,0.09,0.09,PT,C0037763,Muscle spasms,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0151786,,uncommon,0.001,0.01,PT,C0151786,Muscular weakness,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0476280,,common,0.01,1,PT,C0476280,Musculoskeletal chest pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0003862,,0%,0,0,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0003862,,1%,0,0.01,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0003862,,1%,0.01,0.01,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0003862,,7%,0.07,0.07,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0003862,,8%,0.08,0.08,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0003862,,9%,0.09,0.09,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231528,,1%,0,0.01,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231528,,10%,0.1,0.1,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231528,,11%,0.11,0.11,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231528,,12%,0.12,0.12,PT,C0948594,Musculoskeletal discomfort,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0026858,,common,0.01,1,PT,C0026858,Musculoskeletal pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0026858,,uncommon,0.001,0.01,PT,C0026858,Musculoskeletal pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0948525,,uncommon,0.001,0.01,PT,C0948525,Musculoskeletal stiffness,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231528,,1%,0,0.01,PT,C0231528,Myalgia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231528,,10%,0.1,0.1,PT,C0231528,Myalgia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231528,,11%,0.11,0.11,PT,C0231528,Myalgia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0231528,,12%,0.12,0.12,PT,C0231528,Myalgia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027051,,uncommon,0.001,0.01,PT,C0027051,Myocardial infarction,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027441,,common,0.01,1,PT,C0027441,Nasopharyngitis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027497,,0%,0,0,PT,C0027497,Nausea,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027497,,1%,0,0.01,PT,C0027497,Nausea,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027497,,1%,0.01,0.01,PT,C0027497,Nausea,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027497,,14%,0.14,0.14,PT,C0027497,Nausea,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027497,,20%,0.2,0.2,PT,C0027497,Nausea,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027497,,21%,0.21,0.21,PT,C0027497,Nausea,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027497,,34%,0.34,0.34,PT,C0027497,Nausea,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0007859,,common,0.01,1,PT,C0007859,Neck pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,1%,0,0.01,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,1%,0.01,0.01,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,15%,0.15,0.15,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,16%,0.16,0.16,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,2%,0.02,0.02,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,20%,0.2,0.2,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,21%,0.21,0.21,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,22%,0.22,0.22,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,3%,0.03,0.03,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,31%,0.31,0.31,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,35%,0.35,0.35,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027765,,very common,0.1,1,PT,C0027765,Nervous system disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0031117,,common,0.01,1,PT,C0031117,Neuropathy peripheral,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027947,,11%,0.11,0.11,PT,C0027947,Neutropenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027947,,12%,0.12,0.12,PT,C0027947,Neutropenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027947,,15%,0.15,0.15,PT,C0027947,Neutropenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027947,,17%,0.17,0.17,PT,C0027947,Neutropenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027947,,21%,0.21,0.21,PT,C0027947,Neutropenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027947,,31%,0.31,0.31,PT,C0027947,Neutropenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027947,,42%,0.42,0.42,PT,C0027947,Neutropenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0027947,,very common,0.1,1,PT,C0027947,Neutropenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0028081,,common,0.01,1,PT,C0028081,Night sweats,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0028734,,uncommon,0.001,0.01,PT,C0028734,Nocturia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0476281,,common,0.01,1,PT,C0476281,Non-cardiac chest pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C1557335,,uncommon,0.001,0.01,PT,C1557335,Ocular surface disease,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085649,,0%,0,0,PT,C0085649,Oedema peripheral,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085649,,1%,0,0.01,PT,C0085649,Oedema peripheral,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085649,,17%,0.17,0.17,PT,C0085649,Oedema peripheral,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085649,,5%,0.05,0.05,PT,C0085649,Oedema peripheral,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085649,,6%,0.06,0.06,PT,C0085649,Oedema peripheral,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085649,,common,0.01,1,PT,C0085649,Oedema peripheral,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0221727,,uncommon,0.001,0.01,PT,C0221727,Oesophageal pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C2586050,,uncommon,0.001,0.01,PT,C2586050,Oesophagitis ulcerative,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0029134,,uncommon,0.001,0.01,PT,C0029134,Optic neuritis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030353,,uncommon,0.001,0.01,PT,C0029134,Optic neuritis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0006849,,uncommon,0.001,0.01,PT,C0006849,Oral candidiasis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C1262299,,common,0.01,1,PT,C1262299,Oral papilloma,FALSE,4.1,nilotinib
CID100644241,CID000644241,C2363731,,uncommon,0.001,0.01,PT,C2363731,Oropharyngeal pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030193,,common,0.01,1,PT,C0030193,Pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030193,,uncommon,0.001,0.01,PT,C0030193,Pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030196,,1%,0,0.01,PT,C0030196,Pain in extremity,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030196,,3%,0.03,0.03,PT,C0030196,Pain in extremity,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030196,,5%,0.05,0.05,PT,C0030196,Pain in extremity,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030196,,7%,0.07,0.07,PT,C0030196,Pain in extremity,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0241136,,uncommon,0.001,0.01,PT,C0241136,Pain of skin,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030252,,common,0.01,1,PT,C0030252,Palpitations,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030305,,common,0.01,1,PT,C0030305,Pancreatitis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030305,,uncommon,0.001,0.01,PT,C0030305,Pancreatitis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030312,,common,0.01,1,PT,C0030312,Pancytopenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030312,,uncommon,0.001,0.01,PT,C0030312,Pancytopenia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030353,,uncommon,0.001,0.01,PT,C0030353,Papilloedema,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030554,,common,0.01,1,PT,C0030554,Paraesthesia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030554,,uncommon,0.001,0.01,PT,C0030554,Paraesthesia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0030489,,common,0.01,1,PT,C0030489,Paraproteinaemia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0031039,,uncommon,0.001,0.01,PT,C0031039,Pericardial effusion,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0031046,,uncommon,0.001,0.01,PT,C0031046,Pericarditis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0151205,,common,0.01,1,PT,C0151205,Periorbital oedema,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0151205,,uncommon,0.001,0.01,PT,C0151205,Periorbital oedema,FALSE,4.1,nilotinib
CID100644241,CID000644241,C1306889,,uncommon,0.001,0.01,PT,C1306889,Peripheral arterial occlusive disease,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0877334,,uncommon,0.001,0.01,PT,C3495797,Peripheral artery stenosis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0031256,,uncommon,0.001,0.01,PT,C0031256,Petechiae,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0031350,,common,0.01,1,PT,C0031350,Pharyngitis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0031350,,uncommon,0.001,0.01,PT,C0031350,Pharyngitis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085636,,uncommon,0.001,0.01,PT,C0085636,Photophobia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085635,,uncommon,0.001,0.01,PT,C0085635,Photopsia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0349506,,uncommon,0.001,0.01,PT,C0162830,Photosensitivity reaction,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0032227,,uncommon,0.001,0.01,PT,C0032227,Pleural effusion,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0032231,,uncommon,0.001,0.01,PT,C0032231,Pleurisy,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0008033,,uncommon,0.001,0.01,PT,C0008033,Pleuritic pain,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0032285,,uncommon,0.001,0.01,PT,C0032285,Pneumonia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0042023,,common,0.01,1,PT,C0042023,Pollakiuria,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0042023,,uncommon,0.001,0.01,PT,C0042023,Pollakiuria,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0085606,,uncommon,0.001,0.01,PT,C0042023,Pollakiuria,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0033774,,0%,0,0,PT,C0033774,Pruritus,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0033774,,1%,0,0.01,PT,C0033774,Pruritus,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0033774,,14%,0.14,0.14,PT,C0033774,Pruritus,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0033774,,18%,0.18,0.18,PT,C0033774,Pruritus,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0033774,,24%,0.24,0.24,PT,C0033774,Pruritus,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0033774,,5%,0.05,0.05,PT,C0033774,Pruritus,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0033860,,uncommon,0.001,0.01,PT,C0033860,Psoriasis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0020542,,uncommon,0.001,0.01,PT,C0020542,Pulmonary hypertension,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0034063,,uncommon,0.001,0.01,PT,C0034063,Pulmonary oedema,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0015230,,0%,0,0,PT,C0015230,Rash,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0015230,,1%,0,0.01,PT,C0015230,Rash,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0015230,,1%,0.01,0.01,PT,C0015230,Rash,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0015230,,14%,0.14,0.14,PT,C0015230,Rash,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0015230,,2%,0.02,0.02,PT,C0015230,Rash,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0015230,,28%,0.28,0.28,PT,C0015230,Rash,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0015230,,3%,0.03,0.03,PT,C0015230,Rash,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0015230,,33%,0.33,0.33,PT,C0015230,Rash,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0015230,,37%,0.37,0.37,PT,C0015230,Rash,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0267596,,uncommon,0.001,0.01,PT,C0267596,Rectal haemorrhage,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0035078,,uncommon,0.001,0.01,PT,C0035078,Renal failure,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0035258,,uncommon,0.001,0.01,PT,C0035258,Restless legs syndrome,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0151705,,uncommon,0.001,0.01,PT,C0151705,Retroperitoneal haemorrhage,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0035455,,common,0.01,1,PT,C0035455,Rhinitis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0406484,,uncommon,0.001,0.01,PT,C0406484,Sebaceous hyperplasia,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0011432,,uncommon,0.001,0.01,PT,C0011432,Sensitivity of teeth,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0243026,,uncommon,0.001,0.01,PT,C0243026,Sepsis,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0039070,,uncommon,0.001,0.01,PT,C0036974,Shock,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0036982,,uncommon,0.001,0.01,PT,C0036982,Shock haemorrhagic,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0151514,,uncommon,0.001,0.01,PT,C0151514,Skin atrophy,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0151907,,uncommon,0.001,0.01,PT,C0151907,Skin discolouration,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0178298,,0%,0,0,PT,C0037274,Skin disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0178298,,2%,0.02,0.02,PT,C0037274,Skin disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0178298,,28%,0.28,0.28,PT,C0037274,Skin disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0178298,,29%,0.29,0.29,PT,C0037274,Skin disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0178298,,33%,0.33,0.33,PT,C0037274,Skin disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0178298,,36%,0.36,0.36,PT,C0037274,Skin disorder,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0237849,,uncommon,0.001,0.01,PT,C0237849,Skin exfoliation,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0162834,,uncommon,0.001,0.01,PT,C0162834,Skin hyperpigmentation,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0151717,,uncommon,0.001,0.01,PT,C0151717,Skin hypertrophy,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0347390,,common,0.01,1,PT,C0347390,Skin papilloma,FALSE,4.1,nilotinib
CID100644241,CID000644241,C0037299,,uncommon,0.001,0.01,PT,C0037299,Skin ulcer,FALSE,4.1,nilotinib
